,ra,dec,plx,pmra,pmdec,g_mag,bp_mag,rp_mag,label,g_rp,bp_g,bp_rp
103020,2.958,-0.219,19.159,-1106.7,-462.2,16.95,17.167,16.589,2,0.3610000000000006,0.2170000000000023,0.578000000000003
56024,4.438,-0.069,12.631,-127.6,-108.1,19.277,19.696,18.685,1,0.5920000000000023,0.4190000000000005,1.0110000000000028
64317,3.203,0.58,23.341,-217.0,-148.8,18.511,19.059,17.831,1,0.6799999999999997,0.5480000000000018,1.2280000000000015
53686,5.933,0.481,24.33,505.4,-239.3,19.651,20.383,18.748,1,0.9029999999999988,0.7319999999999993,1.634999999999998
29521,1.756,-0.605,15.927,-54.9,-4.9,17.707,17.924,17.365,0,0.3420000000000023,0.2169999999999987,0.559000000000001
63744,0.167,0.088,14.742,274.5,-63.3,19.603,19.841,19.025,1,0.578000000000003,0.2379999999999995,0.8160000000000025
76713,5.374,-0.281,10.201,-295.4,-300.7,19.12,19.51,18.638,2,0.4819999999999993,0.3900000000000005,0.8719999999999999
95381,5.893,0.368,10.132,1.9,-38.0,19.373,19.738,18.884,2,0.4890000000000007,0.3649999999999984,0.8539999999999992
103389,0.786,0.982,18.843,859.4,-1077.4,15.289,15.31,15.238,2,0.0510000000000001,0.0210000000000007,0.0720000000000009
69693,2.667,0.569,14.735,-43.7,-299.5,18.164,18.476,17.664,1,0.5,0.3119999999999976,0.8119999999999976
35090,5.923,0.889,12.359,105.7,34.6,19.625,20.054,19.016,0,0.6090000000000018,0.4289999999999985,1.0380000000000005
30568,1.905,-0.519,12.791,-40.8,-3.8,16.19,16.205,16.147,0,0.0430000000000028,0.014999999999997,0.0579999999999998
78352,5.065,1.014,31.368,-278.8,-88.6,17.659,18.195,16.972,2,0.6869999999999976,0.5360000000000014,1.222999999999999
20457,4.746,-0.788,16.33,-132.6,-59.9,19.445,20.112,18.858,0,0.5869999999999997,0.666999999999998,1.2539999999999978
84695,0.321,-0.429,12.843,448.0,-573.8,17.93,18.139,17.533,2,0.3969999999999984,0.2089999999999996,0.6059999999999981
29992,4.841,-0.345,20.828,-17.6,-133.6,17.91,18.235,17.454,0,0.4559999999999995,0.3249999999999993,0.7809999999999988
28339,4.101,-0.206,11.406,-64.1,-102.2,18.256,18.468,17.891,0,0.365000000000002,0.2119999999999997,0.5770000000000017
54275,5.289,1.093,15.053,88.7,196.7,19.417,19.977,18.765,1,0.652000000000001,0.5599999999999987,1.2119999999999995
81547,3.528,0.014,18.448,-804.6,-1451.7,19.214,19.842,18.476,2,0.7379999999999995,0.6280000000000001,1.3659999999999997
69550,4.931,0.129,12.395,60.1,-41.8,19.465,20.001,18.921,1,0.5440000000000005,0.5360000000000014,1.0800000000000018
769,1.622,0.969,10.142,44.7,-38.3,17.344,17.404,17.216,0,0.1280000000000001,0.0599999999999987,0.1879999999999988
17454,3.477,-0.356,15.754,-169.4,-56.6,15.828,15.761,15.967,0,-0.1390000000000011,-0.0670000000000001,-0.2060000000000013
66048,3.702,-0.642,16.924,-197.0,-149.0,19.556,20.171,18.785,1,0.7710000000000008,0.6149999999999984,1.3859999999999992
32077,1.396,0.076,15.399,-6.3,-336.6,19.127,19.623,18.513,0,0.6139999999999972,0.4960000000000022,1.1099999999999994
59177,2.123,-0.568,18.156,-230.4,87.5,18.758,19.218,18.086,1,0.6720000000000006,0.4600000000000008,1.1320000000000014
49268,3.05,0.476,14.877,-358.3,-204.9,19.624,20.263,18.875,1,0.7489999999999988,0.6390000000000029,1.3880000000000017
76105,4.363,-0.132,12.355,-334.7,-126.0,19.341,19.837,18.73,2,0.6110000000000007,0.4959999999999986,1.106999999999999
33307,3.004,0.361,12.612,-136.9,57.6,15.723,15.693,15.787,0,-0.064,-0.0300000000000011,-0.0940000000000012
105719,4.728,0.925,22.083,-516.6,-461.1,18.961,19.639,18.194,2,0.7669999999999995,0.6780000000000008,1.4450000000000005
11340,4.831,-0.242,15.245,28.6,-20.1,15.792,15.793,15.784,0,0.0079999999999991,0.0009999999999994,0.0089999999999985
56267,3.721,-0.028,17.838,-165.5,-180.6,19.072,19.6,18.452,1,0.6199999999999974,0.5280000000000022,1.1479999999999997
46170,6.104,0.355,19.007,122.7,-162.6,18.873,19.428,18.182,1,0.6910000000000025,0.5549999999999997,1.2460000000000022
100054,4.609,-0.834,15.303,-480.2,-413.1,18.829,19.313,18.219,2,0.6099999999999994,0.4839999999999982,1.0939999999999976
4162,5.538,-0.295,18.947,193.4,-64.7,14.704,14.617,14.836,0,-0.1319999999999996,-0.0869999999999997,-0.2189999999999994
39435,3.407,0.512,12.552,-83.1,-182.5,16.293,16.325,16.233,1,0.0599999999999987,0.032,0.0919999999999987
7849,3.777,-1.242,14.844,62.3,-81.0,17.729,17.898,17.423,0,0.3060000000000009,0.1690000000000004,0.4750000000000014
95844,4.632,-0.286,11.282,-509.5,-756.2,18.044,18.252,17.684,2,0.3599999999999994,0.2079999999999984,0.5679999999999978
68712,3.911,-0.143,50.531,-1316.2,-782.8,17.646,18.371,16.787,1,0.8590000000000018,0.7249999999999979,1.5839999999999996
66869,1.214,-0.712,14.6,100.3,-7.4,17.926,18.178,17.467,1,0.4589999999999996,0.2520000000000024,0.7110000000000021
31903,2.394,0.595,10.145,-20.2,-86.1,18.413,18.439,18.319,0,0.0940000000000012,0.0259999999999998,0.120000000000001
70812,3.391,-1.369,19.511,17.4,-118.6,18.965,19.507,18.32,1,0.6449999999999996,0.5420000000000016,1.1870000000000012
13314,6.109,-1.349,10.648,-8.1,49.5,18.56,18.785,18.18,0,0.379999999999999,0.2250000000000014,0.6050000000000004
6129,2.713,-0.798,16.03,-42.5,44.5,19.452,19.748,18.695,0,0.7570000000000014,0.2959999999999994,1.0530000000000008
84260,0.474,0.42,24.088,1544.0,-256.8,18.95,19.513,18.251,2,0.6989999999999981,0.5630000000000024,1.2620000000000005
56396,4.725,-0.377,60.257,-411.5,585.0,13.465,13.549,13.291,1,0.1739999999999995,0.0839999999999996,0.2579999999999991
61734,6.192,0.449,124.687,2544.1,727.0,15.11,15.55,14.497,1,0.6129999999999995,0.4400000000000013,1.0530000000000008
71834,1.13,0.825,23.374,389.6,-382.7,18.305,18.772,17.641,1,0.6640000000000015,0.4669999999999987,1.1310000000000002
82662,1.627,0.484,42.36,2641.4,-2770.6,16.158,16.545,15.607,2,0.5510000000000019,0.3870000000000004,0.9380000000000024
75790,3.271,-0.183,25.026,-1989.9,-1242.3,18.774,19.428,17.99,2,0.7840000000000025,0.6539999999999999,1.4380000000000024
9639,4.224,0.351,12.449,-75.3,87.2,18.897,19.233,18.322,0,0.5749999999999993,0.3360000000000021,0.9110000000000014
102501,1.772,-1.126,22.636,-38.3,25.7,19.802,20.579,19.011,2,0.7910000000000004,0.777000000000001,1.5680000000000014
85730,5.811,0.833,14.988,858.6,306.7,19.51,20.037,18.792,2,0.718,0.5269999999999975,1.2449999999999974
70334,0.772,0.649,17.155,214.9,-74.6,18.768,19.282,18.136,1,0.6320000000000014,0.5139999999999993,1.1460000000000008
104376,5.828,0.061,12.875,586.2,10.9,18.577,18.888,18.024,2,0.5530000000000008,0.3109999999999999,0.8640000000000008
93242,5.521,1.21,10.567,-330.1,184.0,19.19,19.608,18.599,2,0.5910000000000011,0.4179999999999992,1.0090000000000003
48483,5.898,0.068,21.525,83.4,-236.6,18.739,19.247,18.096,1,0.6430000000000007,0.5079999999999991,1.1509999999999998
34783,2.2,-0.228,21.085,-1.0,118.4,18.268,18.748,17.625,0,0.6430000000000007,0.4800000000000004,1.123000000000001
23844,0.407,0.333,35.321,188.7,152.5,13.888,13.852,13.961,0,-0.0730000000000004,-0.0359999999999995,-0.1089999999999999
6195,2.633,-0.182,11.938,-10.6,-75.8,17.648,17.75,17.413,0,0.2349999999999994,0.1020000000000003,0.3369999999999997
5598,6.267,-0.18,13.573,31.6,-174.4,18.53,18.799,18.083,0,0.4470000000000027,0.2689999999999983,0.7160000000000011
79207,3.42,-0.369,10.983,-671.7,-635.3,19.118,19.636,18.561,2,0.5569999999999986,0.5180000000000007,1.0749999999999993
32360,4.045,-0.288,10.678,-99.2,-31.6,18.669,18.907,18.171,0,0.4980000000000011,0.2379999999999995,0.7360000000000007
58808,4.435,1.131,12.877,-125.6,-78.7,19.158,19.669,18.595,1,0.5630000000000024,0.5109999999999992,1.0740000000000016
55326,3.892,-0.345,15.678,-152.6,-3.4,19.108,19.621,18.404,1,0.7040000000000006,0.5129999999999981,1.2169999999999987
6464,3.234,-0.157,18.153,-16.9,79.8,15.809,15.828,15.73,0,0.0789999999999988,0.0190000000000001,0.0979999999999989
41176,5.347,-0.213,13.625,53.1,-140.2,19.754,20.294,19.003,1,0.7510000000000012,0.5399999999999991,1.2910000000000004
62966,2.729,0.093,15.25,167.4,-199.1,19.509,19.945,18.883,1,0.6260000000000012,0.4359999999999999,1.0620000000000012
40514,4.412,-0.354,14.923,-132.8,-64.6,19.779,20.262,19.128,1,0.6509999999999998,0.4830000000000005,1.1340000000000003
89938,5.585,1.18,10.012,233.3,72.5,18.562,18.789,18.109,2,0.4529999999999994,0.2270000000000003,0.6799999999999997
44902,5.539,1.232,24.199,240.6,212.5,18.152,18.607,17.496,1,0.6560000000000024,0.4549999999999983,1.1110000000000009
38524,4.899,-0.77,13.614,28.6,136.5,19.666,20.178,18.95,1,0.7160000000000011,0.5120000000000005,1.2280000000000015
107376,3.01,0.004,88.636,-3152.4,-6664.2,17.675,18.284,16.937,2,0.7379999999999995,0.6089999999999982,1.3469999999999978
71148,2.57,-1.307,17.862,268.1,-211.0,19.528,19.92,18.91,1,0.6179999999999986,0.392000000000003,1.0100000000000016
58058,0.686,0.657,10.344,-10.7,-108.7,16.601,16.613,16.558,1,0.0429999999999992,0.0120000000000004,0.0549999999999997
80376,3.151,0.205,12.304,-277.5,-471.7,19.586,20.154,18.906,2,0.6799999999999997,0.5680000000000014,1.248000000000001
66161,5.661,-0.955,14.213,-197.8,-99.4,15.677,15.638,15.699,1,-0.0220000000000002,-0.0389999999999997,-0.0609999999999999
101339,3.137,0.756,17.304,-494.0,-835.7,19.306,19.758,18.515,2,0.7910000000000004,0.4519999999999982,1.2429999999999986
80636,4.564,0.753,26.088,-674.0,248.8,17.784,18.248,17.123,2,0.6609999999999978,0.4640000000000022,1.125
28072,2.53,-1.038,11.681,-73.8,77.2,18.384,18.616,17.97,0,0.4140000000000015,0.2319999999999993,0.6460000000000008
101506,3.868,1.005,20.86,-1438.9,-294.1,19.142,19.794,18.446,2,0.695999999999998,0.652000000000001,1.347999999999999
14823,2.861,-1.344,19.637,-110.0,19.3,17.521,17.809,17.101,0,0.4200000000000017,0.2880000000000002,0.708000000000002
59895,5.891,0.088,18.402,-140.7,-322.8,18.572,19.022,17.923,1,0.6490000000000009,0.4499999999999993,1.0990000000000002
95981,4.301,0.32,22.885,-966.0,-341.7,17.642,18.047,17.054,2,0.588000000000001,0.4050000000000011,0.993000000000002
71728,2.769,-0.241,14.171,-177.0,-40.6,18.951,19.368,18.35,1,0.6009999999999991,0.416999999999998,1.0179999999999971
41997,1.941,0.956,12.954,-216.9,0.7,17.698,17.894,17.342,1,0.3560000000000016,0.1959999999999979,0.5519999999999996
76742,4.921,-0.578,30.793,-414.8,-2628.5,18.385,19.033,17.63,2,0.7550000000000026,0.6479999999999997,1.4030000000000022
46922,1.478,-0.696,19.787,185.3,-56.1,18.624,19.183,17.968,1,0.6559999999999988,0.559000000000001,1.215
7948,3.83,-0.421,11.348,-58.4,-101.2,19.491,19.647,19.067,0,0.4239999999999995,0.1559999999999988,0.5799999999999983
76866,0.623,-0.106,12.206,-332.0,-778.7,14.583,14.469,14.809,2,-0.2259999999999991,-0.1140000000000007,-0.3399999999999998
94692,5.304,0.863,14.25,90.1,-6.5,16.126,16.169,16.026,2,0.1000000000000014,0.0429999999999992,0.1430000000000006
47360,4.857,-0.904,14.163,-79.2,-108.4,15.613,15.6,15.643,1,-0.0300000000000011,-0.0129999999999999,-0.043000000000001
54593,4.476,0.7,13.046,142.2,-7.5,19.405,19.807,18.727,1,0.6780000000000008,0.4019999999999974,1.0799999999999983
48409,0.291,0.148,21.885,113.6,-373.1,17.776,18.132,17.206,1,0.5700000000000003,0.3560000000000016,0.926000000000002
31882,1.683,-0.568,20.328,61.1,-2.2,18.435,18.826,17.862,0,0.5730000000000004,0.3910000000000018,0.9640000000000022
61983,6.196,-0.959,32.976,-789.5,-678.2,17.607,18.168,16.908,1,0.6989999999999981,0.5609999999999999,1.259999999999998
44794,1.903,-1.339,11.15,8.0,52.3,19.075,19.374,18.456,1,0.6189999999999998,0.2989999999999995,0.9179999999999992
60,2.291,-0.164,12.111,-85.6,-41.6,18.274,18.43,18.025,0,0.2490000000000023,0.1559999999999988,0.4050000000000011
52639,0.865,0.622,10.521,3.1,78.4,17.946,18.09,17.618,1,0.3280000000000029,0.1439999999999983,0.4720000000000013
74774,3.201,1.1,14.91,-361.5,-733.1,19.854,20.462,19.106,2,0.7479999999999976,0.6080000000000005,1.355999999999998
21357,4.361,0.738,16.326,-56.5,-52.0,18.797,19.206,18.373,0,0.4239999999999995,0.4089999999999989,0.8329999999999984
104067,4.618,-0.604,12.357,-751.2,-309.0,15.551,15.508,15.649,2,-0.0979999999999989,-0.043000000000001,-0.141
49311,4.469,-0.144,17.769,-248.5,-380.7,17.586,17.862,17.137,1,0.448999999999998,0.2759999999999998,0.7249999999999979
107509,4.369,-0.027,23.831,-1135.8,-712.5,19.054,19.662,18.334,2,0.7199999999999989,0.6080000000000005,1.3279999999999994
87878,5.725,0.807,15.92,-34.1,157.9,19.208,19.709,18.408,2,0.7999999999999972,0.5010000000000012,1.3009999999999984
1855,3.847,-1.189,24.329,46.3,41.2,15.124,15.086,15.199,0,-0.0749999999999992,-0.0380000000000002,-0.1129999999999995
77491,2.504,0.206,10.411,437.4,-674.1,19.399,19.847,18.803,2,0.5960000000000001,0.4480000000000004,1.0440000000000005
30467,5.931,-0.873,10.448,112.9,-59.4,18.41,18.522,18.165,0,0.245000000000001,0.1119999999999983,0.3569999999999993
19603,1.213,0.38,11.06,-20.1,22.9,19.178,19.404,18.793,0,0.3850000000000015,0.2259999999999991,0.6110000000000007
4078,2.228,0.622,14.169,-15.3,-113.5,18.461,18.589,18.187,0,0.2739999999999973,0.1280000000000001,0.4019999999999974
106620,2.034,-0.912,11.417,833.4,-152.1,17.174,17.268,16.978,2,0.1959999999999979,0.0940000000000012,0.2899999999999991
46379,1.238,-0.602,19.628,236.3,57.9,18.902,19.42,18.198,1,0.7040000000000006,0.5180000000000007,1.2220000000000013
44411,0.988,-1.091,19.529,155.2,12.7,17.971,18.398,17.412,1,0.559000000000001,0.4269999999999996,0.9860000000000008
82873,5.355,0.926,10.03,-261.5,219.3,18.297,18.526,17.968,2,0.3290000000000006,0.2289999999999992,0.5579999999999998
72598,5.978,-1.12,11.358,97.5,-440.5,19.387,19.781,18.713,2,0.6739999999999995,0.3939999999999983,1.0679999999999978
79787,2.18,0.471,16.805,-124.3,-608.5,19.372,19.984,18.626,2,0.7459999999999987,0.6120000000000019,1.3580000000000003
64316,3.258,0.824,11.498,141.3,-43.4,19.53,19.852,18.798,1,0.7320000000000029,0.3219999999999992,1.054000000000002
37647,2.281,-0.757,24.359,-51.0,168.2,18.351,18.9,17.621,1,0.7300000000000004,0.5489999999999995,1.279
2610,6.196,0.791,12.071,-46.0,-21.2,18.83,18.987,18.385,0,0.4449999999999967,0.157,0.6019999999999968
33006,1.452,0.676,19.038,-50.1,-120.1,17.303,17.506,16.927,0,0.3760000000000012,0.2029999999999994,0.5790000000000006
82204,0.821,0.824,12.579,632.2,-839.8,19.714,20.204,18.935,2,0.7789999999999999,0.490000000000002,1.269000000000002
106889,1.091,0.356,19.248,492.3,-1315.4,19.219,19.908,18.509,2,0.7100000000000009,0.6890000000000001,1.399000000000001
99134,2.719,0.078,12.346,-496.7,-161.2,18.965,19.342,18.421,2,0.5440000000000005,0.3769999999999989,0.9209999999999994
82438,1.512,0.497,12.467,460.2,-592.5,18.577,18.929,18.056,2,0.5210000000000008,0.3519999999999967,0.8729999999999976
77009,3.9,-0.55,15.234,-522.9,-217.8,19.761,20.237,18.997,2,0.7639999999999993,0.4759999999999991,1.2399999999999984
8710,5.196,-0.027,18.055,-192.9,-275.8,18.604,18.918,18.106,0,0.4979999999999975,0.314,0.8119999999999976
34004,0.577,0.399,16.902,23.3,-129.6,18.175,18.427,17.785,0,0.3900000000000005,0.2519999999999989,0.6419999999999995
39117,2.808,0.233,14.245,146.2,-179.4,16.1,16.101,16.036,1,0.064,0.0009999999999976,0.0649999999999977
55167,3.969,0.791,14.875,87.3,-264.4,19.728,20.396,19.023,1,0.7050000000000018,0.6679999999999993,1.373000000000001
61143,5.173,-0.788,14.543,-111.8,-256.4,19.006,19.498,18.414,1,0.5919999999999987,0.4920000000000009,1.0839999999999996
39862,2.711,-0.22,11.369,-69.7,-248.1,19.235,19.551,18.63,1,0.6050000000000004,0.3159999999999989,0.9209999999999994
56530,4.837,0.34,16.507,-9.9,-243.0,19.099,19.616,18.442,1,0.657,0.5169999999999995,1.1739999999999997
93349,3.14,0.531,39.252,-3434.1,-1383.2,17.953,18.583,17.204,2,0.7489999999999988,0.629999999999999,1.3789999999999978
96455,5.388,-0.122,13.794,-611.9,-781.8,18.637,18.993,18.079,2,0.5579999999999998,0.3559999999999981,0.913999999999998
15219,1.48,0.311,12.715,97.3,-69.9,18.383,18.639,17.896,0,0.4869999999999983,0.2560000000000002,0.7429999999999986
84856,3.348,-0.002,28.126,-1383.5,-944.0,15.084,15.168,14.913,2,0.1709999999999993,0.0839999999999996,0.254999999999999
33509,3.826,0.269,10.178,-211.1,-17.3,19.239,19.477,18.857,0,0.3820000000000014,0.2379999999999995,0.620000000000001
577,3.257,1.396,27.872,-142.9,-8.3,17.914,18.362,17.276,0,0.6380000000000017,0.4479999999999968,1.0859999999999983
49553,4.13,-0.224,10.649,67.0,7.0,18.472,18.657,18.011,1,0.4610000000000021,0.1849999999999987,0.6460000000000008
29840,3.921,-0.479,14.455,-153.7,-224.9,19.17,19.619,18.62,0,0.5500000000000007,0.448999999999998,0.9989999999999988
64366,2.052,-0.246,16.809,-43.7,221.3,19.284,19.802,18.694,1,0.5899999999999999,0.5180000000000007,1.1080000000000003
41774,2.567,-0.489,46.967,192.4,-465.1,16.405,16.867,15.785,1,0.620000000000001,0.4619999999999997,1.0820000000000007
14387,1.341,0.671,10.146,28.4,-57.0,19.288,19.647,18.802,0,0.4860000000000006,0.3589999999999982,0.8449999999999989
102590,4.995,0.252,24.188,-385.8,-383.9,18.974,19.453,18.293,2,0.6810000000000009,0.4789999999999992,1.16
44992,3.702,-0.753,17.827,-9.8,25.8,18.669,19.071,18.014,1,0.6550000000000011,0.402000000000001,1.0570000000000022
53055,0.929,0.089,34.446,-20.4,-338.8,17.176,17.645,16.539,1,0.6369999999999969,0.4690000000000012,1.105999999999998
15382,4.381,1.324,20.294,-44.5,164.7,18.193,18.598,17.587,0,0.6060000000000016,0.4049999999999976,1.0109999999999992
58732,2.491,-0.26,19.538,35.4,110.9,19.057,19.773,18.361,1,0.695999999999998,0.7160000000000011,1.411999999999999
28190,5.817,-0.49,13.443,-14.7,-180.8,18.287,18.464,17.968,0,0.318999999999999,0.1769999999999996,0.4959999999999986
94445,5.189,0.004,12.391,-140.3,-925.6,19.001,19.354,18.447,2,0.554000000000002,0.352999999999998,0.907
58324,1.976,-0.006,22.222,-169.8,-218.7,18.321,18.805,17.669,1,0.652000000000001,0.4839999999999982,1.1359999999999992
41269,6.196,0.028,25.866,639.6,117.4,18.561,19.114,17.833,1,0.7280000000000015,0.5530000000000008,1.2810000000000024
93813,5.724,-1.301,47.137,-8.5,-2250.5,17.656,18.197,16.948,2,0.7079999999999984,0.5410000000000004,1.2489999999999988
29940,1.86,0.229,16.761,33.0,-271.4,16.056,16.069,15.985,0,0.0710000000000015,0.0129999999999981,0.0839999999999996
78827,2.423,0.358,10.202,-345.5,-335.4,15.558,15.479,15.715,2,-0.157,-0.0790000000000006,-0.2360000000000006
28337,4.191,0.35,14.329,-156.5,0.9,19.12,19.509,18.546,0,0.5740000000000016,0.3889999999999993,0.963000000000001
44923,1.311,0.873,19.493,64.2,-67.9,15.604,15.63,15.516,1,0.0879999999999991,0.0260000000000015,0.1140000000000007
71740,4.056,-0.871,10.343,-103.5,-39.1,19.435,19.773,18.895,1,0.5399999999999991,0.3380000000000009,0.8780000000000001
45489,5.297,0.337,15.598,344.6,301.9,19.459,20.015,18.88,1,0.5790000000000006,0.5560000000000009,1.1350000000000016
39935,3.526,-0.864,17.239,-196.3,-289.5,19.149,19.697,18.491,1,0.6580000000000013,0.5479999999999983,1.2059999999999995
27199,0.32,-0.172,12.579,93.8,-198.8,19.043,19.203,18.581,0,0.4619999999999997,0.1600000000000001,0.6219999999999999
79687,4.345,0.125,10.817,-439.7,-561.8,18.991,19.352,18.488,2,0.5030000000000001,0.3610000000000006,0.8640000000000008
104276,3.373,-0.374,33.472,-1749.1,-1703.5,17.423,17.945,16.747,2,0.6759999999999984,0.522000000000002,1.1980000000000004
66211,3.318,-0.074,13.231,95.0,-116.7,19.664,20.05,19.102,1,0.5620000000000012,0.3859999999999992,0.9480000000000004
102378,4.287,0.42,14.645,-1270.6,645.4,19.73,20.288,19.008,2,0.7220000000000013,0.5579999999999998,1.2800000000000011
84870,2.681,-1.234,10.209,86.7,234.3,19.252,19.64,18.708,2,0.5440000000000005,0.3880000000000017,0.9320000000000022
74482,3.893,0.923,13.385,-1408.1,-93.3,19.568,20.082,18.818,2,0.75,0.5139999999999993,1.2639999999999991
17641,4.18,0.593,40.115,-74.7,-299.1,13.341,13.322,13.385,0,-0.0440000000000004,-0.0190000000000001,-0.0630000000000006
68875,2.526,0.067,12.064,-36.9,0.1,18.795,19.163,18.298,1,0.4970000000000034,0.3679999999999985,0.865000000000002
70824,1.932,1.043,11.632,-66.3,-141.5,16.367,16.391,16.32,1,0.0470000000000006,0.0239999999999973,0.0709999999999979
20312,2.139,-0.071,10.54,-56.3,-36.9,19.423,19.788,18.908,0,0.514999999999997,0.365000000000002,0.879999999999999
59513,5.878,0.424,10.3,-46.2,-115.7,19.147,19.534,18.641,1,0.5060000000000002,0.3870000000000004,0.8930000000000007
108894,2.893,-0.295,21.14,610.4,-538.3,19.177,19.785,18.41,2,0.7669999999999995,0.6080000000000005,1.375
100563,2.489,-0.944,15.695,396.3,339.0,19.853,20.379,19.188,2,0.6650000000000027,0.5259999999999998,1.1910000000000025
54177,5.339,-0.609,19.964,-132.6,-211.8,18.924,19.449,18.216,1,0.7079999999999984,0.5250000000000021,1.2330000000000003
63558,4.16,0.173,10.443,-90.4,-175.8,18.537,18.756,18.145,1,0.3919999999999994,0.2190000000000012,0.6110000000000007
